1575,"What word literally mens ""ancestor?""","To the Romans, he was known in this capacity as Averruncus (/ˌævəˈrʌŋkəs/ AV-ər-RUNG-kəs; from Latin āverruncare, ""to avert"").",1
1576,Which country did Cyprus demarcate its maritime border in 2010?,"Cyprus demarcated its maritime border with Egypt in 2003, and with Lebanon in 2007.",1
1577,What new country did the Lancaster House Agreement recognize?,Kenyan independence was preceded by the eight-year Mau Mau Uprising.,0
1578,What film did Kelly Clarkson and Justin Guarini star in after they were on American Idol?,"Both Clarkson and Guarini made a musical film, From Justin to Kelly, which was released in 2003 but was widely panned.",0
1579,During what eras was the Antarctic Peninsula formed?,The Antarctic Peninsula was formed by uplift and metamorphism of sea bed sediments during the late Paleozoic and the early Mesozoic eras.,0
1580,What is required by the second stage in the education provisions set out by RIBA?,A further year out must be taken before the RIBA Part III professional exams can be taken.,1
1581,When did season five premiere?,"Season five began on January 17, 2006.",0
1582,How many high-rises were present in New York City in 2011?,"Manhattan's skyline, with its many skyscrapers, is universally recognized, and the city has been home to several of the tallest buildings in the world.",1
1583,How much of the Bronx was non-Hispanic white as of 1980?,"However, non-Hispanic whites formed under one-eighth (12.1%) of the population, down from 34.4% in 1980.",0
1584,Who informed Victoria of her Uncle's passing and that she was now to become Queen of England?,"In her diary she wrote, ""I was awoke at 6 o'clock by Mamma, who told me the Archbishop of Canterbury and Lord Conyngham were here and wished to see me.",0
1585,What BBC radio station operates in Plymouth?,Plymouth is the regional television centre of BBC South West.,1
1586,How long did the AC system last in northern Italy?,"Italy was the major user, for lines in the mountainous regions of northern Italy from 1901 until 1976.",0
1587,Why are some glaciers stagnant in Alaska?,"There may be no motion in stagnant areas; for example, in parts of Alaska, trees can establish themselves on surface sediment deposits.",0
1588,What is the average slip in the Beichuan Fault?,"In the epicentral area, the average slip in Beichuan Fault was about 3.5 metres (11 ft) vertical, 3.5 metres (11 ft) horizontal-parallel to the fault, and 4.8 metres (16 ft) horizontal-perpendicular to the fault.",0
1589,When were humanism beliefs mixed with another philosophy by a Taoist thinker?,"In the 6th century BCE, Taoist teacher Lao Tzu espoused a series of naturalistic concepts with some elements of humanistic philosophy.",0
1590,What percentage of teens say they text every day?,"Several sources report a high proportion of adolescents who use social media: 73% of 12–17 year olds reported having at least one social networking profile; two-thirds (68%) of teens text every day, half (51%) visit social networking sites daily, and 11% send or receive tweets at least once every day.",0
1591,"Besides the United States, what other country sent military personnel to Korea?","Meanwhile, U.S. garrisons in Japan continually dispatched soldiers and matériel to reinforce defenders in the Pusan Perimeter.",0
1592,The annual Carnival is held when and where,"The annual Bath Literature Festival is one of several local festivals in the county; others include the Frome Festival and the Trowbridge Village Pump Festival, which, despite its name, is held at Farleigh Hungerford in Somerset.",1
1593,Who did Jesus talk to in the Gospel of Luke?,"The Gospel of Luke's unique contributions to the narrative include Jesus' words to the women who were mourning, one criminal's rebuke of the other, the reaction of the multitudes who left ""beating their breasts"", and the women preparing spices and ointments before resting on the Sabbath.",0
1594,What desert is Tucson in?,"Tucson is situated on an alluvial plain in the Sonoran desert, surrounded by five minor ranges of mountains: the Santa Catalina Mountains and the Tortolita Mountains to the north, the Santa Rita Mountains to the south, the Rincon Mountains to the east, and the Tucson Mountains to the west.",0
1595,What do Coptic Christians face?,"Intolerance of Bahá'ís and non-orthodox Muslim sects, such as Sufis, Shi'a and Ahmadis, also remains a problem.",1
1596,What is the Triangle?,"Raleigh is home to North Carolina State University and is part of the Research Triangle area, together with Durham (home of Duke University) and Chapel Hill (home of the University of North Carolina at Chapel Hill).",0
1597,What did Lewis Paul invent?,"In the first revolution, Lewis Paul was the original inventor of roller spinning, the basis of the water frame for spinning cotton in a cotton mill.",0
1598,How many seasons are experienced in the city of Ann Arbor?,"There are four distinct seasons: winters are cold with moderate to heavy snowfall, while summers are very warm and humid, and spring and autumn are short but mild.",0
1599,What is another name used for mammalian hair?,"Mammalian hair, also known as pelage, can vary in color between populations, organisms within a population, and even on the individual organism.",0
1600,"How much, in US dollars, has China invested in Tibet since 2001?","From January 18–20, 2010 a national conference on Tibet and areas inhabited by Tibetans in Sichuan, Yunnan, Gansu and Qinghai was held in China and a substantial plan to improve development of the areas was announced.",1
1601,Who made up the Axis powers?,"When World War II started in 1939, it divided the world into two alliances—the Allies (the United Kingdom and France at first in Europe, China in Asia since 1937, followed in 1941 by the Soviet Union, the United States); and the Axis powers consisting of Germany, Italy and Japan.[nb 1]",0
1602,What is Watson famous for helping discover?,"A major step toward that goal was the completion in 2007 of the full genome of James D. Watson, one of the co-discoverers of the structure of DNA.",0
1603,Where is Washington University's north campus located?,North Campus lies in St. Louis City near the Delmar Loop.,0
1604,In what tradition of music did Brahms Wagner and Hadyn achieve fame?,"Other composers of the Austro-German tradition who achieved international fame include Brahms, Wagner, Haydn, Schubert, Händel, Schumann, Liszt, Mendelssohn Bartholdy, Johann Strauss II, Bruckner, Mahler, Telemann, Richard Strauss, Schoenberg, Orff, and most recently, Henze, Lachenmann, and Stockhausen.",0
1605,What was the name of Flinders book about his trip to Australia?,"Integral to the story of the origin of the name ""Antarctica"" is how it was not named Terra Australis—this name was given to Australia instead, and it was because of a mistake made by people who decided that a significant landmass would not be found farther south than Australia.",1
1606,What are some of the diverse range of fields scholars come to Anthrozoology from?,A major focus of anthrozoologic research is the quantifying of the positive effects of human-animal relationships on either party and the study of their interactions.,1
1607,Which of the New Critics were staffed at Yale?,"Several other Yale faculty members were also associated with deconstruction, forming the so-called ""Yale School"".",1
1608,"In addition to being used to build things, what has wood been used for over thousands of years?","Wood is sometimes defined as only the secondary xylem in the stems of trees, or it is defined more broadly to include the same type of tissue elsewhere such as in the roots of trees or shrubs.[citation needed]",1
1609,What was the two-byte precursor to UTF-16?,Early adopters tended to use UCS-2,0
1610,When was Victoria's Golden Jubilee?,"Equerry Frederick Ponsonby (the son of Sir Henry) discovered that the Munshi had lied about his parentage, and reported to Lord Elgin, Viceroy of India, ""the Munshi occupies very much the same position as John Brown used to do.",1
1611,On what channel was Tom and Jerry sometimes shown in the mornings?,The BBC stopped airing the famous cartoon duo in 2000.,1
1612,When did the so-called downtown boom in Richmond end?,"Between 1963 and 1965, there was a ""downtown boom"" that led to the construction of more than 700 buildings in the city.",0
1613,The Mahayana teachings were first propagated into China by who?,"Some scholars have traditionally considered the earliest Mahāyāna sūtras to include the very first versions of the Prajñāpāramitā series, along with texts concerning Akṣobhya Buddha, which were probably composed in the 1st century BCE in the south of India.[note 40]",1
1614,Why did the Qing Qianlong Emperor send a large Chinese army into Tibet?,"For several decades, peace reigned in Tibet, but in 1792 the Qing Qianlong Emperor sent a large Chinese army into Tibet to push the invading Nepalese out.",0
1615,Why did Salvadorans come to America?,"About 50%, or up to 500,000 of those who escaped headed to the United States, which was already home to over 10,000 Salvadorans, making Salvadorans Americans the fourth-largest Hispanic and Latino American group, after the Mexican-American majority, stateside Puerto Ricans, and Cubans.",1
1616,Where is the oldest settlement in America?,"In 1565, the Spaniards, by way of Juan Ponce de León, founded St. Augustine, Florida, and as of the early 1800s, it became the oldest continuously occupied European settlement in the continental United States.",0
1617,When was Kerry's appointment confirmed?,"His confirmation hearing took place on January 24, 2013, before the Senate Foreign Relations Committee, the same panel where he first testified in 1971.",1
1618,Who may impeach the president?,The president is elected to a four-year term and may serve 2 terms.,1
1619,In what city is the Passage located?,In St. Petersburg,0
1620,How many people were added to the British Empire by 1922?,"Growing until 1922, around 13,000,000 square miles (34,000,000 km2) of territory and roughly 458 million people were added to the British Empire.",0
1621,What kind of biographies did Nasser read?,"He read the Qur'an, the sayings of Muhammad, the lives of the Sahaba (Muhammad's companions), and the biographies of nationalist leaders Napoleon, Ataturk, Otto von Bismarck, and Garibaldi and the autobiography of Winston Churchill.",0
1622,Who is Kerry's 2nd wife?,"Early the following year, Senator Heinz was killed in a plane crash near Lower Merion.",1
1623,Where was persecution of Christianity the worst?,"Athanasius recounts being a student, as well as being educated by the Martyrs of the Great (tenth) and last persecution of Christianity by pagan Rome.[citation needed]",1
1624,Which standard were ATSC and DVB based on?,"Both ATSC and DVB were based on the MPEG-2 standard, although DVB systems may also be used to transmit video using the newer and more efficient H.264/MPEG-4 AVC compression standards.",0
1625,"What does the term ""Moors"" refer to?","The term ""Moors"" has been used in Europe in a broader, somewhat derogatory sense to refer to Muslims, especially those of Arab or Berber descent, whether living in North Africa or Iberia.",0
1626,Tito was awarded with the Royal Order of what country?,"I, Order of Georgi Dimitrov, Order of Karl Marx, Order of Manuel Amador Guerrero, Order of Michael the Brave, Order of Pahlavi, Order of Sukhbaatar, Order of Suvorov, Order of the Liberator, Order of the October Revolution, Order of the Queen of Sheba, Order of the White Rose of Finland, Partisan Cross, Royal Order of Cambodia and Star of People's Friendship and Thiri Thudhamma Thingaha.[citation needed]",0
1627,What did King George IV originally want the structure to be?,"On the death of George IV in 1830, his younger brother King William IV hired Edward Blore to finish the work.",1
1628,Who had more power during times of war than the raadspensionaris?,"In times of war, the stadtholder, who commanded the army, would have more power than the raadspensionaris.",0
1629,For what audience were the books of the Bibliotheque Bleue written?,"On one end of the spectrum was the Bibliothèque Bleue, a collection of cheaply produced books published in Troyes, France.",1
1630,What are the exceptions of non-internal membrane bacteria?,"The phylum Planctomycetes and candidate phylum Poribacteria may be exceptions to the general absence of internal membranes in bacteria, because they appear to have a double membrane around their nucleoids and contain other membrane-bound cellular structures.",0
1631,When were the Constantinian basilicas built?,"Few large stone buildings were constructed between the Constantinian basilicas of the 4th century and the 8th century, although many smaller ones were built during the 6th and 7th centuries.",0
1632,In which city was Villa killed?,In 1923 Villa was assassinated by a group of seven gunmen who ambushed him while he was sitting in the back seat of his car in Parral.,0
1633,Approximately when did the Nepalese tourism industry begin?,"This industry started around 1950, as the country's political makeup changed and ended the country's isolation from the rest of the world.",0
1634,Mahbub ul Haq and Amartya Sen pioneered what approach?,"The capability approach, pioneered by economists Mahbub ul Haq and Amartya Sen and further developed by legal scholar Martha Nussbaum, understands freedom under allied lines: the real-world ability to act.",0
1635,How did Bush try to make light of himself after being made fun of for his demeanor during the first debate?,"Bush attempted to deflect criticism of what was described as his scowling demeanor during the first debate, joking at one point about one of Kerry's remarks, ""That answer made me want to scowl.""",0
1636,Who wrote American Idol: The Untold Story?,"Just hours before the season eleven finale, where Phillip Phillips was named the winner, Richard Rushfield, author of the book American Idol:",0
1637,In an example of replacing 'b' with 'p' how is 'baggage' pronounced?,"Often 'b' & 'p' are interchangeable, for example 'baggage' becomes 'pagas', 'lob' (to throw) becomes 'loopima'.",0
1638,Who did Frazer eventually lose to in 1983?,"Fraser won further substantial majorities at the 1977 and 1980 elections, before losing to the Bob Hawke led Australian Labor Party in the 1983 election.",0
1639,When did the third Digimon series begin?,"Unlike the two seasons before it and most of the seasons that followed, Digimon Tamers takes a darker and more realistic approach to its story featuring Digimon who do not reincarnate after their deaths and more complex character development in the original Japanese.",1
1640,Who executed a massive offensive and succeeded in breaking through German lines?,"On 12 September 1944, King Peter II called on all Yugoslavs to come together under Tito's leadership and stated that those who did not were ""traitors"", by which time Tito was recognized by all Allied authorities (including the government-in-exile) as the Prime Minister of Yugoslavia, in addition to commander-in-chief of the Yugoslav forces.",1
1641,What is a hard to pronounce and remember term meaning primarily auxiliary verbs and pronouns?,"Enclitics (primarily auxiliary verbs and pronouns) must appear in the second syntactic slot of a sentence, after the first stressed unit.",0
1642,What event led to the assumption of power by the Soviet government?,"The state it governed, which did not have an official name, would be unrecognized by neighboring countries for another five months.",1
1643,What is another name for multi-zone metering?,This is also the only technique available under the standard when multi-zone metering (also called pattern metering) is used.,0
1644,When did the airport open for business?,"Lukou Airport was opened on 28 June 1997, replacing Nanjing Dajiaochang Airport as the main airport serving Nanjing.",0
1645,What year were the Oaths of Strasbourg written?,"It derived from the Old Germanic word theudisk, one of the first names ever used for the non-Romance languages of Western Europe, meaning (pertaining to the language) of the people, that is, the native Germanic language.",1
1646,What date did Comcast drop their proposed merger agreement with Time Warner?,"However, on April 24, 2015, Comcast terminated the agreement.",0
1647,Which humans are the messengers of God?,"Prophets, or 'Messengers of God', received revelations and delivered them to humanity.",0
1648,"What term collectively describes ""Firmicutes"" and ""Bacteroidetes"" among others?",They are essential to digestion and are also affected by food that is consumed.,1
1649,"Between 1939 and 1949, how many military officers and personnel were trained on the Evanston and Chicago campuses?","Relations between Evanston and Northwestern were strained throughout much of the post-war era because of episodes of disruptive student activism, disputes over municipal zoning, building codes, and law enforcement, as well as restrictions on the sale of alcohol near campus until 1972.",1
1650,The 2009 Supreme Court Case which had the City of New Haven versus who?,"In April 2009, the United States Supreme Court agreed to hear a suit over reverse discrimination brought by 20 white and Hispanic firefighters against the city.",0
1651,What can sometimes be meant by the term aerial specifically?,"Occasionally the term ""aerial"" is used to mean a wire antenna.",0
1652,How much did it cost to make one 20 GB PS3?,"However, they were priced at US$499 and US$599 respectively, meaning that units may have been sold at an estimated loss of $306 or $241 depending on model, if the cost estimates were correct, and thus may have contributed to Sony's games division posting an operating loss of ¥232.3 billion (US$1.97 billion) in the fiscal year ending March 2007.",1
1653,What kinds of endemic conditions do the Human Assistance Operations entail?,"The assistance provided is designed to supplement or complement the efforts of the host nation civil authorities or agencies that may have the primary responsibility for providing humanitarian assistance"" (JP 1-02).",1
1654,How much English did Tito speak?,"As regards knowledge of languages, Tito replied that he spoke Serbo-Croatian, German, Russian, and some English.",0
1655,When was the Treaty of Paris signed?,"This was welcomed by France and the UK, where the citizens began to turn against their governments as the war dragged on.",1
1656,When was Two Stars for Peace published?,"The American State of Canaan, is a book published by Prof. Alfred de Grazia, political science and sociologist, in March 2009, proposing the creation of the 51st and 52nd states from Israel and the Palestinian territories.",1
1657,What is Spielberg's net worth?,"He has been associated with composer John Williams since 1974, who composed music for all save five of Spielberg's feature films.",1
1658,When did the Communist troops cross the Yangtze River?,"By late 1949, the PLA was pursuing remnants of KMT forces southwards in southern China, and only Tibet was left.",1
1659,How can the location and amount of insects be changed?,This strategy uses a mixture of behavior-modifying stimuli to manipulate the distribution and abundance of insects.,0
1660,When did the last king of the Roman Kingdom lose his seat of power?,"Before the revolution, a king would be elected by the senators for a life term.",1
1661,What major impact did the falling of the Songhai Empire have?,The fall of the Songhai Empire marked the end of the region's role as a trading crossroads.,1
1662,Where did Gaddafi travel to after he was kicked out of Sabha?,"Catching the authorities' attention, they expelled his family from Sabha.",1
1663,What can be replaced to simplify abstract algebra concepts?,"In abstract algebra, more general structures are defined by relaxing some of the axioms defining a group.",1
1664,What Russian-Austrian agreement preceded the Seven Years War that started in 1755-56?,In 1756 Austria was making military preparations for war with Prussia and pursuing an alliance with Russia for this purpose.,1
1665,What is the most common example of a machine vision system?,"Barcode scanners are the most common example of machine vision, and many low cost products use red LEDs instead of lasers.",0
1666,When was the iMac G5 released?,"Starting with the then-new iMac G5, released in October 2005, Apple started to include built-in iSight cameras on appropriate models, and a media center interface called Front Row that can be operated by an Apple Remote or keyboard for accessing media stored on the computer.",0
1667,What special wooden utensils do many people use to eat Chinese takeout?,"It is also used for tool handles and cutlery, such as chopsticks, toothpicks, and other utensils, like the wooden spoon.",0
1668,How ling did it take the It Gets Better Project video to draw such a huge response?,It Gets Better Project expanded from a single YouTube video directed to discouraged or suicidal LGBT teens,1
1669,What is one possible serious side effect of over-using antibiotics?,"However, some antibiotics have been associated with a range of adverse side effects.",1
1670,Who were the collaborators assisting Japan in Hong King?,"Collaborationist units from Hong Kong (reformed ex-colonial police), Philippines, Dutch East Indies (the PETA) and Dutch Guinea, British Malaya and British Borneo, Inner Mongolia and former French Indochina (after the overthrow of Vichy French regime) as well as Timorese militia also assisted Japanese war efforts.",0
1671,"What does a ""strong"" promoter sequence do?","Promoter regions have a consensus sequence, however highly transcribed genes have ""strong"" promoter sequences that bind the transcription machinery well, whereas others have ""weak"" promoters that bind poorly and initiate transcription less frequently.:7.2",0
1672,What was the design for low cost data encryption named?,"A year later IBM launched Secure Blue, a low-cost hardware design for data encryption that can be built into a microprocessor.",0
1673,Who argued that colonies were redundant?,The growth of trade between the newly independent United States and Britain after 1783 seemed to confirm Smith's view that political control was not necessary for economic success.,1
1674,What does successful migration depend on for some waders?,"For some species of waders, migration success depends on the availability of certain key food resources at stopover points along the migration route.",0
1675,When was the Renaissance era?,The Renaissance era was from 1400 to 1600.,0
1676,Whio was Equerry Frederick Ponsonby's father?,"Equerry Frederick Ponsonby (the son of Sir Henry) discovered that the Munshi had lied about his parentage, and reported to Lord Elgin, Viceroy of India, ""the Munshi occupies very much the same position as John Brown used to do.",0
1677,What has the Houston ship channel served to promote into success?,"In the United States, the port ranks first in international commerce and tenth among the largest ports in the world.",1
1678,Which type of reptile is most common in the desert?,"The most observed reptiles in the desert include: Mohave rattlesnake Crotalus scutulatus, twin-spotted rattlesnake Crotalus pricei, prairie rattlesnake Crotalus viridis, ridge-nosed rattlesnake Crotalus willardi, whip snake Masticophis flagellum, New Mexico whiptail Cnemidophorus neomexicanus, and red-spotted toad Bufo punctatus.",0
1679,Who can temporarily be assigned the Health Serviced Group?,"With few exceptions, all elements are under command of the Surgeon General for domestic support and force generation, or temporarily assigned under command of a deployed Joint Task Force through Canadian Joint Operations Command.",0
1680,Was the cup lost during that time?,"In November 2012, it was ceremonially presented to Royal Engineers, after they beat Wanderers 7–1 in a charity replay of the first FA Cup final.",1
1681,What television network does Ron Jaworski work for?,The CAFL project is headed up by ESPN NFL analyst and Philadelphia Soul majority owner president Ron Jaworski.,0
1682,"To connect Millbay to the city centre, what would need to be destroyed?","Other suggestions include the demolition of the Plymouth Pavilions entertainment arena to create a canal ""boulevard"" linking Millbay to the city centre.",0
1683,When was Saint Petersburg established?,The site where the Saint Petersburg Passage sprawls had been devoted to trade since the city's foundation in the early 18th century.,0
1684,What regions is Nigerian English commonly spoken in?,"Nigerian Pidgin English, often known simply as 'Pidgin' or 'Broken' (Broken English), is also a popular lingua franca, though with varying regional influences on dialect and slang.",1
1685,What group was to approve the new democratic constitution?,"As a consequence, opposition parties were legalized and a national congress of civil and political groups met to draft a new democratic constitution to be approved by a national referendum.",0
1686,What college of Yale is located at Elm and York Streets in New Haven?,"The carts cluster at three main points: by Yale – New Haven Hospital in the center of the Hospital Green (Cedar and York streets), by Yale's Trumbull College (Elm and York streets), and on the intersection of Prospect and Sachem streets by the Yale School of Management.",0
1687,"What researcher posited that the lowering of diphthongs is ""natural""?","The lowering of the diphthongs has long been current in many Dutch dialects, and is comparable to the English Great Vowel Shift, and the diphthongisation of long high vowels in Modern High German, which centuries earlier reached the state now found in Polder Dutch.",1
1688,The Times began producing what kind of non-newspaper product in 1895?,The flagship product is The Times Comprehensive Atlas of the World.,1
1689,How many housing units were in Raleigh?,"There were 120,699 housing units at an average density of 1,053.2 per square mile (406.7/km²).",0
1690,NYC has the highest quantity of skyscrapers after which other world city?,"Manhattan's skyline, with its many skyscrapers, is universally recognized, and the city has been home to several of the tallest buildings in the world.",1
1691,"On Indian Independence Day, kites are flown by citizens which symbolize what concept?","National events such as Republic Day, Independence Day and Gandhi Jayanti (Gandhi's birthday) are celebrated with great enthusiasm in New Delhi and the rest of India.",1
1692,"Which group broke into an FBI office in Media, Pennsylvania?","In March 1971, the residential office of an FBI agent in Media, Pennsylvania was burglarized by a group calling itself the Citizens' Commission to Investigate the FBI.",0
1693,What was Burke's final publication?,"Burke's last publications were the Letters on a Regicide Peace (October 1796), called forth by negotiations for peace with France by the Pitt government.",0
1694,On what principle did the Novi Sad Agreement focus upon?,"The evidence supporting this claim is patchy: Croatian linguist Stjepan Babić complained that the television transmission from Belgrade always used the Latin alphabet— which was true, but was not proof of unequal rights, but of frequency of use and prestige.",1
1695,What year was Northwestern founded?,"Northwestern was founded in 1851 by John Evans, for whom the City of Evanston is named, and eight other lawyers, businessmen and Methodist leaders.",0
1696,How much of the planet's asphalt is located in Canada?,"The Canadian province of Alberta has most of the world's reserves of natural bitumen, in three huge deposits covering 142,000 square kilometres (55,000 sq mi), an area larger than England or New York state.",0
1697,What court heard the case Penry v. Lynaugh?,"The United States Supreme Court in Penry v. Lynaugh and the United States Court of Appeals for the Fifth Circuit in Bigby v. Dretke have been clear in their decisions that jury instructions in death penalty cases that do not ask about mitigating factors regarding the defendant's mental health violate the defendant's Eighth Amendment rights, saying that the jury is to be instructed to consider mitigating factors when answering unrelated questions.",0
1698,Do incandescent light bulbs use more or less energy as compared to CFLs and LED lamps?,"Since incandescent light bulbs use more energy than alternatives such as CFLs and LED lamps, many governments have introduced measures to ban their use, by setting minimum efficacy standards higher than can be achieved by incandescent lamps.",0
1699,How many titles does the library have?,"The Bibliothèque nationale et universitaire (BNU) is, with its collection of more than 3,000,000 titles, the second largest library in France after the Bibliothèque nationale de France.",0
1700,What is digestion?,Digestion is the breakdown of large insoluble food molecules into small water-soluble food molecules so that they can be absorbed into the watery blood plasma.,0
1701,On what TV station did Red Nose Day appear?,"On 13 March 2015, several members of the cast and crew, including Craig, Whishaw, Wilson and Mendes, as well as previous James Bond actor, Sir Roger Moore, appeared in a sketch written by David Walliams and the Dawson Brothers for Comic Relief's Red Nose Day on BBC One.",0
1702,What did Locke's 'tabula rasa' concept say happens to the mind?,Primary qualities are essential for the object in question to be what it is.,1
1703,Which union did Russia belong to after 1922?,"commonly referred to as Soviet Russia or simply as Russia, was a sovereign state in 1917–22, the largest, most populous, and most economically developed republic of the Soviet Union in 1922–91 and a sovereign part of the Soviet Union with its own legislation in 1990–91.",0
1704,What substance used in Napoleon's treatment is it suggested prevented his stomach from expelling arsenic compounds?,"Their hypothesis was that the calomel given to Napoleon became an overdose, which killed him and left extensive tissue damage behind.",1
1705,What was the leading sport club in 1905?,"The leading clubs, according to timeline, were Beşiktaş Gymnastics Club (1903), Galatasaray Sports Club (1905) and Fenerbahçe Sports Club (1907) in Istanbul.",0
1706,What is a VISP?,"A virtual ISP (VISP) is an operation that purchases services from another ISP, sometimes called a wholesale ISP in this context, which allow the VISP's customers to access the Internet using services and infrastructure owned and operated by the wholesale ISP.",0
1707,What jurisdictions does this system not apply to?,"In civil law jurisdictions the doctrine of stare decisis is not generally considered to apply, so the decisions of the supreme court are not necessarily binding beyond the immediate case before it; however, in practice the decisions of the supreme court usually provide a very strong precedent, or jurisprudence constante, for both itself and all lower courts.",0
1708,What are the main orthodox systems of Hindu philosophy called?,"These are also called the Astika (orthodox) philosophical traditions and are those that accept the Vedas as authoritative, important source of knowledge.[note 1][note 2]",0
1709,"What animal was found dead at the Highway in Wapping, near the Tower Bridge?","A dead otter was found at The Highway, in Wapping, about a mile from the Tower Bridge, which would suggest that they have begun to move back after being absent a hundred years from the city.",0
1710,What is needed to reject a cabinet's policy?,The failure of the Assembly to reject the government programme by an absolute majority of deputies confirms the cabinet in office.,0
1711,Who was the model for Humboldtian science?,"It helped to install natural history as a separate field, gave base for ecology and was based on the role model of scientist, naturalist and explorer Alexander von Humboldt.",0
1712,The royal courts sponsored both Buddhism and what?,"The Mañjusrimulakalpa, which later came to classified under Kriyatantra, states that mantras taught in the Saiva, Garuda and Vaisnava tantras will be effective if applied by Buddhists since they were all taught originally by Manjushri.",1
1713,Which contestant was removed from the competition for not revealing his police record?,Clark also claimed that Abdul gave him preferential treatment on the show due to their affair.,1
1714,What group advises the Antarctic Treaty Consultative Meeting?,The Antarctic Treaty Consultative Meeting is advised on environmental and conservation issues in Antarctica by the Committee for Environmental Protection.,0
1715,What day did Radio Saint Helena start operations?,"Radio St Helena, which started operations on Christmas Day 1967, provided a local radio service that had a range of about 100 km (62 mi) from the island, and also broadcast internationally on shortwave radio (11092.5 kHz) on one day a year.",0
1716,What was Brian May's zodiac sign?,There is also a crown inside the Q and the whole logo is over-shadowed by an enormous phoenix.,1
1717,Who was Allan Loren?,"Furthermore, Apple had created too many similar models that confused potential buyers; at one point the product lineup was subdivided into Classic, LC, II, Quadra, Performa, and Centris models, with essentially the same computer being sold under a number of different names.",1
1718,When was John Lofting born?,The first beer pump known in England is believed to have been invented by John Lofting (b. Netherlands 1659-d.,0
1719,When did American military involvement ramp up in Vietnam?,The Vietnam War was a war fought between 1959 and 1975 on the ground in South Vietnam and bordering areas of Cambodia and Laos (see Secret War) and in the strategic bombing (see Operation Rolling Thunder) of North Vietnam.,1
1720,Who reorganised London's defences?,"From 1940 to 1941, the most successful night-fighter was the Boulton Paul Defiant; its four squadrons shot down more enemy aircraft than any other type.",1
1721,Did the Citizens' Commission to Investigate the FBI take files?,"In March 1971, the residential office of an FBI agent in Media, Pennsylvania was burglarized by a group calling itself the Citizens' Commission to Investigate the FBI.",1
1722,How many bathrooms does the palace have?,"There are 775 rooms, including 19 state rooms, 52 principal bedrooms, 188 staff bedrooms, 92 offices, and 78 bathrooms.",0
1723,What is the Edwardian era?,"In the early years of the period, the Second Boer War in South Africa split the country into anti- and pro-war factions.",1
1724,Who is it named after?,"The city of Raleigh is named after Sir Walter Raleigh, who established the lost Roanoke Colony in present-day Dare County.",0
1725,Fertilization and what else happens inside the egg?,"The fertilization and development takes place inside the egg, enclosed by a shell (chorion) that consists of maternal tissue.",0
1726,What is exchanged between between bacterial strains or species via plasmids that have this resistance?,Cross-resistance to several antibacterials may also occur when a resistance mechanism encoded by a single gene conveys resistance to more than one antibacterial compound.,1
1727,What effect did the way the taxes were charged have on it's revenue.,Taxes on the peasantry were set at fixed amounts which did not account for inflation or other changes in monetary value.,1
1728,What value does Deloitte place on Arsenal?,"Arsenal and Deloitte both list the match day revenue generated by the Emirates Stadium as £100.4m, more than any other football stadium in the world.",1
1729,What was the formalization of the division of small powers and great powers?,"The ""Great Powers"" constituted the ""Concert of Europe"" and claimed the right to joint enforcement of the postwar treaties.",1
1730,How long can endospores of bacteria stay alive in dormant state?,"According to scientist Dr. Steinn Sigurdsson, ""There are viable bacterial spores that have been found that are 40 million years old on Earth — and we know they're very hardened to radiation.",1
1731,What nearly was known as the original 'Christian faith'?,"It is also interesting that in time the term ""крестьяне"" acquired the meaning ""peasants of Christian faith"" and later ""peasants"" (the main part of the population of the region), while the term ""христиане"" retained its religious meaning and the term ""русские"" began to mean representatives of the heterogeneous Russian nation formed on the basis of common Christian faith and language,[citation needed] which strongly influenced the history and development of the region.",1
1732,What is another city with an accumulation of secular Gothic structures?,Other cities with a concentration of secular Gothic include Bruges and Siena.,0
1733,What case is in regards to whether prayers at town meetings must allow various faiths?,"In what will be the case is Town of Greece v. Galloway, 12-696, the Supreme Court agreed to hear a case regarding whether prayers at town meetings, which are allowed, must allow various faiths to lead prayer, or whether the prayers can be predominately Christian.",0
1734,What is the earliest period the National Art Gallery has pieces from?,"The Modern Art Museum, the Children’s Picture Gallery, and the Martiros Saryan Museum are only a few of the other noteworthy collections of fine art on display in Yerevan.",1
1735,"In which century can the term ""buck"" be traced back to?","Other well-known names of the dollar as a whole in denominations include ""greenmail"", ""green"" and ""dead presidents"" (the last because deceased presidents are pictured on most bills).",1
1736,What allowed the ruling elite to maintain power during the Mamluk period?,Guaranteed positions within the new madaris thus allowed them to maintain status.,0
1737,What region do some scholars see as the source for Egypt's start in agriculture?,"Graeme Barker states ""The first indisputable evidence for domestic plants and animals in the Nile valley is not until the early fifth millennium bc in northern Egypt and a thousand years later further south, in both cases as part of strategies that still relied heavily on fishing, hunting, and the gathering of wild plants"" and suggests that these subsistence changes were not due to farmers migrating from the Near East but was an indigenous development, with cereals either indigenous or obtained through exchange.",1
1738,When did Nimitz launch a carrier raid against Formosa?,On 12 October Nimitz launched a carrier raid against Formosa to make sure that planes based there could not intervene in the landings on Leyte.,0
1739,What cellular company is headquartered in San Diego that uses the AT&T network?,"Qualcomm was founded and is headquartered in San Diego, and is one of the largest private-sector employers in San Diego.",1
